# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug  5 01:27:36 2022
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%FALSE POSITIVE%')
#
# COLUMN kepid:          KepID
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
#
kepid,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss
2166206,,FALSE POSITIVE,0,0
3239636,,FALSE POSITIVE,1,0
3340070,,FALSE POSITIVE,0,0
7661409,,FALSE POSITIVE,0,0
10002261,,FALSE POSITIVE,0,1
8176650,,FALSE POSITIVE,0,1
5899544,,FALSE POSITIVE,0,0
5963222,,FALSE POSITIVE,0,1
5982353,,FALSE POSITIVE,0,1
6205468,,FALSE POSITIVE,0,1
8506766,,FALSE POSITIVE,0,1
3240706,,FALSE POSITIVE,0,1
3228824,,FALSE POSITIVE,1,0
10341831,,FALSE POSITIVE,0,0
10485179,,FALSE POSITIVE,1,0
8892910,,FALSE POSITIVE,0,1
10657664,,FALSE POSITIVE,0,1
3337351,,FALSE POSITIVE,0,1
6153201,,FALSE POSITIVE,0,0
5802486,,FALSE POSITIVE,0,1
5817553,,FALSE POSITIVE,1,0
5982368,,FALSE POSITIVE,0,1
5816811,,FALSE POSITIVE,0,1
5816165,,FALSE POSITIVE,0,1
6677256,,FALSE POSITIVE,0,1
6692833,,FALSE POSITIVE,0,0
7174351,,FALSE POSITIVE,0,0
8801343,,FALSE POSITIVE,0,1
8488878,,FALSE POSITIVE,0,1
8560285,,FALSE POSITIVE,0,1
8620565,,FALSE POSITIVE,0,1
10785538,,FALSE POSITIVE,0,1
7357531,,FALSE POSITIVE,0,1
6185711,,FALSE POSITIVE,0,0
8737796,,FALSE POSITIVE,1,0
8462258,,FALSE POSITIVE,0,0
8454250,,FALSE POSITIVE,0,0
8848271,,FALSE POSITIVE,0,1
4275739,,FALSE POSITIVE,0,1
6878167,,FALSE POSITIVE,0,1
6880531,,FALSE POSITIVE,1,0
6863839,,FALSE POSITIVE,0,0
7296086,,FALSE POSITIVE,0,0
8823426,,FALSE POSITIVE,0,1
4070376,,FALSE POSITIVE,0,1
4078157,,FALSE POSITIVE,0,1
4480676,,FALSE POSITIVE,0,1
4079535,,FALSE POSITIVE,0,1
6774826,,FALSE POSITIVE,0,0
5652237,,FALSE POSITIVE,0,1
7375795,,FALSE POSITIVE,0,0
7255336,,FALSE POSITIVE,0,1
7802136,,FALSE POSITIVE,0,1
9632895,,FALSE POSITIVE,0,1
7449844,,FALSE POSITIVE,0,1
8766222,,FALSE POSITIVE,0,1
8703884,,FALSE POSITIVE,0,0
8560840,,FALSE POSITIVE,0,1
4551328,,FALSE POSITIVE,0,1
4639868,,FALSE POSITIVE,0,1
10555375,,FALSE POSITIVE,0,0
4372768,,FALSE POSITIVE,0,1
7375795,,FALSE POSITIVE,0,0
7025526,,FALSE POSITIVE,0,1
9451127,,FALSE POSITIVE,0,1
9446824,,FALSE POSITIVE,0,1
11044770,,FALSE POSITIVE,0,1
11197126,,FALSE POSITIVE,0,1
8552583,,FALSE POSITIVE,0,1
8519253,,FALSE POSITIVE,0,1
8757910,,FALSE POSITIVE,0,1
4150539,,FALSE POSITIVE,0,1
8953257,,FALSE POSITIVE,0,1
8971432,,FALSE POSITIVE,1,0
9278553,,FALSE POSITIVE,0,1
9143254,,FALSE POSITIVE,0,1
8949247,,FALSE POSITIVE,0,1
12506351,,FALSE POSITIVE,0,1
7622486,,FALSE POSITIVE,0,1
7622486,,FALSE POSITIVE,0,1
9705459,,FALSE POSITIVE,0,1
8552498,,FALSE POSITIVE,0,1
4285107,,FALSE POSITIVE,0,0
4150624,,FALSE POSITIVE,0,1
9346253,,FALSE POSITIVE,0,1
9002237,,FALSE POSITIVE,0,1
9288786,,FALSE POSITIVE,0,1
8958035,,FALSE POSITIVE,0,1
9040849,,FALSE POSITIVE,0,0
7842610,,FALSE POSITIVE,0,1
7830637,,FALSE POSITIVE,0,1
8552565,,FALSE POSITIVE,0,1
8937021,,FALSE POSITIVE,0,1
9110357,,FALSE POSITIVE,0,1
9157908,,FALSE POSITIVE,0,1
9030447,,FALSE POSITIVE,1,0
3858704,,FALSE POSITIVE,0,0
3556220,,FALSE POSITIVE,0,1
8509361,,FALSE POSITIVE,0,0
4386059,,FALSE POSITIVE,0,0
9007866,,FALSE POSITIVE,1,0
3542588,,FALSE POSITIVE,0,0
3440861,,FALSE POSITIVE,1,0
10960993,,FALSE POSITIVE,0,1
10599397,,FALSE POSITIVE,0,1
10879208,,FALSE POSITIVE,0,1
10843203,,FALSE POSITIVE,0,1
4570931,,FALSE POSITIVE,0,0
7284688,,FALSE POSITIVE,0,0
7199774,,FALSE POSITIVE,0,1
7037540,,FALSE POSITIVE,0,1
6866228,,FALSE POSITIVE,0,1
4060815,,FALSE POSITIVE,1,0
6613006,,FALSE POSITIVE,0,1
6606653,,FALSE POSITIVE,0,1
10748393,,FALSE POSITIVE,0,0
10874226,,FALSE POSITIVE,0,1
10661771,,FALSE POSITIVE,0,1
10924853,,FALSE POSITIVE,0,0
10874926,,FALSE POSITIVE,0,1
6631721,,FALSE POSITIVE,0,0
6847018,,FALSE POSITIVE,0,1
7220322,,FALSE POSITIVE,0,1
6956233,,FALSE POSITIVE,0,1
8916492,,FALSE POSITIVE,0,1
11193447,,FALSE POSITIVE,0,0
11599264,,FALSE POSITIVE,0,1
11100657,,FALSE POSITIVE,0,1
6621116,,FALSE POSITIVE,0,1
6629332,,FALSE POSITIVE,0,1
6387450,,FALSE POSITIVE,0,1
6432059,,FALSE POSITIVE,1,0
6470149,,FALSE POSITIVE,0,1
10549562,,FALSE POSITIVE,0,1
10666230,,FALSE POSITIVE,0,1
10971674,,FALSE POSITIVE,0,1
6891543,,FALSE POSITIVE,0,0
11125936,,FALSE POSITIVE,0,1
6462874,,FALSE POSITIVE,0,0
6665223,,FALSE POSITIVE,0,1
6545358,,FALSE POSITIVE,0,1
6390824,,FALSE POSITIVE,0,0
6546528,,FALSE POSITIVE,0,1
10676923,,FALSE POSITIVE,0,0
9970525,,FALSE POSITIVE,0,0
6531491,,FALSE POSITIVE,0,1
7023960,,FALSE POSITIVE,0,1
10033279,,FALSE POSITIVE,0,0
5009189,,FALSE POSITIVE,0,1
9602514,,FALSE POSITIVE,0,0
12108312,,FALSE POSITIVE,0,1
5477805,,FALSE POSITIVE,0,0
9842906,,FALSE POSITIVE,0,0
4828341,,FALSE POSITIVE,0,1
10019763,,FALSE POSITIVE,0,1
9899280,,FALSE POSITIVE,0,1
4940438,,FALSE POSITIVE,0,1
5308663,,FALSE POSITIVE,0,0
5474733,,FALSE POSITIVE,0,0
10125352,,FALSE POSITIVE,0,1
11820830,,FALSE POSITIVE,0,1
11774387,,FALSE POSITIVE,0,1
12504988,,FALSE POSITIVE,0,1
10799735,,FALSE POSITIVE,0,1
9719634,,FALSE POSITIVE,0,0
12061238,,FALSE POSITIVE,0,0
8323753,,FALSE POSITIVE,0,0
5636648,,FALSE POSITIVE,0,1
5564247,,FALSE POSITIVE,0,0
7032421,,FALSE POSITIVE,0,1
9641018,,FALSE POSITIVE,0,1
9535080,,FALSE POSITIVE,0,1
5210475,,FALSE POSITIVE,0,0
8043714,,FALSE POSITIVE,0,1
7918217,,FALSE POSITIVE,0,1
11955499,,FALSE POSITIVE,0,1
9784222,,FALSE POSITIVE,0,1
5376836,,FALSE POSITIVE,0,1
5557821,,FALSE POSITIVE,0,0
11043136,,FALSE POSITIVE,0,1
5771719,,FALSE POSITIVE,0,1
4950232,,FALSE POSITIVE,0,0
9520668,,FALSE POSITIVE,0,0
5553652,,FALSE POSITIVE,0,1
4067336,,FALSE POSITIVE,0,1
5387843,,FALSE POSITIVE,0,0
5629985,,FALSE POSITIVE,0,0
9898364,,FALSE POSITIVE,0,0
11546211,,FALSE POSITIVE,0,1
9850893,,FALSE POSITIVE,0,0
4826110,,FALSE POSITIVE,0,0
5193400,,FALSE POSITIVE,0,1
4832197,,FALSE POSITIVE,0,1
4844004,,FALSE POSITIVE,0,1
9761199,,FALSE POSITIVE,0,1
7751571,,FALSE POSITIVE,0,1
9579499,,FALSE POSITIVE,0,1
11913013,,FALSE POSITIVE,0,1
7972785,,FALSE POSITIVE,0,1
7672940,,FALSE POSITIVE,0,1
7838655,,FALSE POSITIVE,0,0
7770450,,FALSE POSITIVE,0,1
11455491,,FALSE POSITIVE,0,1
5530882,,FALSE POSITIVE,0,0
9851226,,FALSE POSITIVE,0,0
7543649,,FALSE POSITIVE,0,1
11858748,,FALSE POSITIVE,0,0
9963461,,FALSE POSITIVE,0,1
8081482,,FALSE POSITIVE,0,1
6048024,,FALSE POSITIVE,0,1
6149553,,FALSE POSITIVE,1,0
5649956,,FALSE POSITIVE,0,1
4840513,,FALSE POSITIVE,0,1
5217586,,FALSE POSITIVE,0,0
9895709,,FALSE POSITIVE,0,0
6696462,,FALSE POSITIVE,0,1
7222086,,FALSE POSITIVE,0,1
9842890,,FALSE POSITIVE,0,0
8113154,,FALSE POSITIVE,0,1
5270698,,FALSE POSITIVE,0,1
5024450,,FALSE POSITIVE,0,1
5282049,,FALSE POSITIVE,0,1
7812167,,FALSE POSITIVE,0,1
11760959,,FALSE POSITIVE,0,0
9940565,,FALSE POSITIVE,0,1
8111381,,FALSE POSITIVE,0,1
5444549,,FALSE POSITIVE,0,1
4860932,,FALSE POSITIVE,0,1
9692345,,FALSE POSITIVE,0,1
12062667,,FALSE POSITIVE,0,0
9899355,,FALSE POSITIVE,0,1
12644774,,FALSE POSITIVE,0,1
9902856,,FALSE POSITIVE,0,1
7697568,,FALSE POSITIVE,0,1
9164836,,FALSE POSITIVE,0,1
10019708,,FALSE POSITIVE,0,1
4743513,,FALSE POSITIVE,0,1
5809954,,FALSE POSITIVE,0,1
12508335,,FALSE POSITIVE,0,1
5108214,,FALSE POSITIVE,0,1
7219761,,FALSE POSITIVE,0,0
9851271,,FALSE POSITIVE,0,0
3128793,,FALSE POSITIVE,0,1
8098728,,FALSE POSITIVE,0,1
6153672,,FALSE POSITIVE,0,1
6707908,,FALSE POSITIVE,0,1
6867766,,FALSE POSITIVE,0,1
6058614,,FALSE POSITIVE,0,1
5396122,,FALSE POSITIVE,0,1
5213902,,FALSE POSITIVE,0,0
8164262,,FALSE POSITIVE,1,0
6279974,,FALSE POSITIVE,0,1
9071386,,FALSE POSITIVE,0,1
2438513,,FALSE POSITIVE,0,0
9536692,,FALSE POSITIVE,0,1
9838975,,FALSE POSITIVE,0,1
10666242,,FALSE POSITIVE,0,1
6142862,,FALSE POSITIVE,0,0
10232693,,FALSE POSITIVE,0,0
4043443,,FALSE POSITIVE,0,1
3337432,,FALSE POSITIVE,0,0
11774303,,FALSE POSITIVE,0,1
7515670,,FALSE POSITIVE,0,0
5547480,,FALSE POSITIVE,0,1
7019489,,FALSE POSITIVE,0,1
2141783,,FALSE POSITIVE,0,1
10206675,,FALSE POSITIVE,0,1
3832716,,FALSE POSITIVE,1,0
8453211,,FALSE POSITIVE,0,1
5801571,,FALSE POSITIVE,0,1
5288570,,FALSE POSITIVE,0,0
7050060,,FALSE POSITIVE,0,0
10593759,,FALSE POSITIVE,0,1
6666233,,FALSE POSITIVE,0,1
7661065,,FALSE POSITIVE,0,1
7989422,,FALSE POSITIVE,0,1
10801100,,FALSE POSITIVE,1,0
8914779,,FALSE POSITIVE,0,0
8963721,,FALSE POSITIVE,0,0
8804455,,FALSE POSITIVE,0,0
5023956,,FALSE POSITIVE,0,1
5021737,,FALSE POSITIVE,0,1
3862246,,FALSE POSITIVE,0,1
10925113,,FALSE POSITIVE,0,0
11769801,,FALSE POSITIVE,1,0
8676038,,FALSE POSITIVE,1,0
8676038,,FALSE POSITIVE,0,0
10419312,,FALSE POSITIVE,0,0
6956014,,FALSE POSITIVE,0,1
5307858,,FALSE POSITIVE,1,0
10415227,,FALSE POSITIVE,0,0
12216278,,FALSE POSITIVE,0,0
9159242,,FALSE POSITIVE,0,0
12061096,,FALSE POSITIVE,0,0
9993529,,FALSE POSITIVE,0,0
11303815,,FALSE POSITIVE,0,0
6044553,,FALSE POSITIVE,1,0
5212220,,FALSE POSITIVE,0,0
9964748,,FALSE POSITIVE,0,0
9842937,,FALSE POSITIVE,0,0
2573056,,FALSE POSITIVE,0,1
11922678,,FALSE POSITIVE,0,0
5544903,,FALSE POSITIVE,0,0
5542983,,FALSE POSITIVE,0,1
8256453,,FALSE POSITIVE,0,1
9474493,,FALSE POSITIVE,0,0
4551663,,FALSE POSITIVE,0,0
11752908,,FALSE POSITIVE,0,0
10189557,,FALSE POSITIVE,0,0
9965184,,FALSE POSITIVE,0,1
9911882,,FALSE POSITIVE,0,0
5471574,,FALSE POSITIVE,0,1
11761199,,FALSE POSITIVE,0,1
8074805,,FALSE POSITIVE,0,1
2437505,,FALSE POSITIVE,0,0
3533469,,FALSE POSITIVE,0,0
8956706,,FALSE POSITIVE,0,0
5392702,,FALSE POSITIVE,0,0
8429566,,FALSE POSITIVE,0,1
8803882,,FALSE POSITIVE,0,1
6864885,,FALSE POSITIVE,0,1
5097868,,FALSE POSITIVE,0,0
4391348,,FALSE POSITIVE,0,0
12016267,,FALSE POSITIVE,0,0
5725087,,FALSE POSITIVE,0,1
11548140,,FALSE POSITIVE,0,1
12110786,,FALSE POSITIVE,0,0
3654095,,FALSE POSITIVE,0,0
5078939,,FALSE POSITIVE,0,1
4459924,,FALSE POSITIVE,0,0
5529738,,FALSE POSITIVE,0,0
3644653,,FALSE POSITIVE,1,0
10747445,,FALSE POSITIVE,0,1
3946023,,FALSE POSITIVE,0,1
9777251,,FALSE POSITIVE,0,0
6864893,,FALSE POSITIVE,0,1
6500206,,FALSE POSITIVE,0,1
5545815,,FALSE POSITIVE,0,0
3116302,,FALSE POSITIVE,0,0
7531677,,FALSE POSITIVE,0,0
9718379,,FALSE POSITIVE,0,1
4055774,,FALSE POSITIVE,0,0
6670075,,FALSE POSITIVE,0,1
11401822,,FALSE POSITIVE,0,1
6507427,,FALSE POSITIVE,0,0
5521300,,FALSE POSITIVE,0,1
10407221,,FALSE POSITIVE,0,0
5991936,,FALSE POSITIVE,0,0
6705137,,FALSE POSITIVE,0,0
8345172,,FALSE POSITIVE,0,1
4247791,,FALSE POSITIVE,0,1
10861715,,FALSE POSITIVE,0,0
8885673,,FALSE POSITIVE,0,0
5956787,,FALSE POSITIVE,0,1
3642741,Kepler-503 b,FALSE POSITIVE,0,0
12071037,,FALSE POSITIVE,0,0
9887224,,FALSE POSITIVE,0,0
7542369,,FALSE POSITIVE,0,1
7289162,,FALSE POSITIVE,0,0
3001885,,FALSE POSITIVE,0,0
6351097,,FALSE POSITIVE,0,0
9996632,,FALSE POSITIVE,0,0
4829935,,FALSE POSITIVE,0,0
6199056,,FALSE POSITIVE,0,1
9108085,,FALSE POSITIVE,0,0
5039129,,FALSE POSITIVE,0,0
10527135,,FALSE POSITIVE,0,1
9592579,,FALSE POSITIVE,0,1
8746295,,FALSE POSITIVE,0,0
10090257,,FALSE POSITIVE,0,1
10679583,,FALSE POSITIVE,0,0
10031656,,FALSE POSITIVE,0,1
10202759,,FALSE POSITIVE,0,0
5385439,,FALSE POSITIVE,1,0
4476423,,FALSE POSITIVE,1,0
3228945,,FALSE POSITIVE,0,1
7008149,,FALSE POSITIVE,0,0
6307063,,FALSE POSITIVE,0,1
3834322,,FALSE POSITIVE,0,1
11188249,,FALSE POSITIVE,0,0
4677282,,FALSE POSITIVE,0,1
5097470,,FALSE POSITIVE,0,1
4858610,,FALSE POSITIVE,0,0
4832175,,FALSE POSITIVE,0,0
4381282,,FALSE POSITIVE,0,1
9692128,,FALSE POSITIVE,0,1
8167959,,FALSE POSITIVE,0,0
4075015,,FALSE POSITIVE,0,1
3230753,,FALSE POSITIVE,0,0
8358012,,FALSE POSITIVE,0,1
4664046,,FALSE POSITIVE,0,1
4180401,,FALSE POSITIVE,0,1
6350476,,FALSE POSITIVE,0,0
11456382,,FALSE POSITIVE,0,0
3130548,,FALSE POSITIVE,0,1
9593757,,FALSE POSITIVE,0,1
4275117,,FALSE POSITIVE,0,0
6545051,,FALSE POSITIVE,0,0
5513866,,FALSE POSITIVE,1,0
3861611,,FALSE POSITIVE,0,0
5443604,,FALSE POSITIVE,0,1
8190354,,FALSE POSITIVE,0,0
7815931,,FALSE POSITIVE,0,0
8243283,,FALSE POSITIVE,0,0
4365442,,FALSE POSITIVE,0,0
3241557,,FALSE POSITIVE,0,0
3957082,,FALSE POSITIVE,0,0
5308666,,FALSE POSITIVE,0,0
5428668,,FALSE POSITIVE,1,0
5041569,,FALSE POSITIVE,0,1
9899181,,FALSE POSITIVE,0,0
9899181,,FALSE POSITIVE,0,1
4861791,,FALSE POSITIVE,0,0
6781548,,FALSE POSITIVE,0,1
5649833,,FALSE POSITIVE,0,0
10518399,,FALSE POSITIVE,0,1
7136729,,FALSE POSITIVE,0,0
6364276,,FALSE POSITIVE,0,0
5108946,,FALSE POSITIVE,0,0
10876237,,FALSE POSITIVE,0,1
5308387,,FALSE POSITIVE,0,0
6233573,,FALSE POSITIVE,0,0
10363281,,FALSE POSITIVE,0,1
4861527,,FALSE POSITIVE,0,1
5307568,,FALSE POSITIVE,0,0
8429415,,FALSE POSITIVE,0,0
5014903,,FALSE POSITIVE,0,0
8560804,,FALSE POSITIVE,0,1
4072333,,FALSE POSITIVE,0,0
3730335,,FALSE POSITIVE,0,0
7428316,,FALSE POSITIVE,0,1
10275766,,FALSE POSITIVE,0,1
10275766,,FALSE POSITIVE,0,0
6370120,,FALSE POSITIVE,0,0
5642620,,FALSE POSITIVE,0,1
9652649,,FALSE POSITIVE,0,0
11100670,,FALSE POSITIVE,0,1
5649325,,FALSE POSITIVE,0,0
9665922,,FALSE POSITIVE,0,0
3859363,,FALSE POSITIVE,1,0
12023078,,FALSE POSITIVE,0,1
6364162,,FALSE POSITIVE,0,0
11231334,,FALSE POSITIVE,0,1
2436378,,FALSE POSITIVE,0,1
6614629,,FALSE POSITIVE,1,0
6630943,,FALSE POSITIVE,0,1
3336765,,FALSE POSITIVE,0,1
4270565,,FALSE POSITIVE,0,0
10068024,,FALSE POSITIVE,0,1
9636563,,FALSE POSITIVE,0,1
5475641,,FALSE POSITIVE,0,0
2853828,,FALSE POSITIVE,0,0
4035667,,FALSE POSITIVE,0,0
9612825,,FALSE POSITIVE,0,1
5513893,,FALSE POSITIVE,0,0
10514430,,FALSE POSITIVE,0,0
10341917,,FALSE POSITIVE,0,0
3241604,,FALSE POSITIVE,0,1
9591070,,FALSE POSITIVE,1,0
8227661,,FALSE POSITIVE,0,1
5817986,,FALSE POSITIVE,0,0
5790807,,FALSE POSITIVE,0,1
5302643,,FALSE POSITIVE,0,1
8687088,,FALSE POSITIVE,0,0
9692557,,FALSE POSITIVE,0,1
9366886,,FALSE POSITIVE,0,0
3657176,,FALSE POSITIVE,0,0
9369366,,FALSE POSITIVE,0,0
2989706,,FALSE POSITIVE,0,1
3097346,,FALSE POSITIVE,0,0
5717567,,FALSE POSITIVE,0,0
2708885,,FALSE POSITIVE,0,0
6612284,,FALSE POSITIVE,0,0
5471202,,FALSE POSITIVE,1,0
9640439,,FALSE POSITIVE,0,0
6627507,,FALSE POSITIVE,0,0
5481148,,FALSE POSITIVE,0,0
7903086,,FALSE POSITIVE,0,1
